time,signal,close,st_distance_atr,body_atr,close_position,ATR_pct,ER20,ADX14,range_atr,break_high20,break_distance_atr,bars_since_flip,trend_age,MA30_slope,future_MFE_10,future_MFE_20,future_MAE_20,future_return_20,success_label,RSI14,volume,vol_ratio,htf_dir,align,squeeze,bbw_rank,reverse_signal_price,exit_result,pnl_pct
2022-12-22 15:00:00,-1,16637.2,2.5573,0.6047,0.2312,0.3598,0.2195,16.4,1.647,16866.6,-3.8318,60,0,-0.1294,1.1526,1.1526,4.3447,-1.2688,0,29.73,231.34,2.082,1,0,0,73.0,16801.1,SL,-0.985
2022-12-22 21:00:00,1,16801.1,-3.0226,0.2072,0.4678,0.4338,0.0294,24.22,0.7039,16866.6,-0.8988,6,0,-0.0273,1.32,2.2586,1.0799,0.25,1,53.91,53.98,0.343,1,1,0,76.0,16795.0,SL,-0.036
2022-12-25 19:00:00,-1,16795.0,3.9714,0.3721,1.0,0.1952,0.1991,28.28,1.9427,16856.3,-1.8695,70,0,-0.024,1.1071,1.1071,3.9007,-0.0923,0,42.43,127.15,1.722,1,0,1,34.0,16894.8,SL,-0.594
2022-12-26 02:00:00,1,16894.8,-2.628,0.9727,0.8096,0.2148,0.1912,25.85,1.2014,16877.0,0.4905,7,0,0.0476,0.7743,0.7743,2.7803,-0.3178,0,65.41,179.53,2.243,1,1,0,60.0,16802.0,SL,-0.549
2022-12-27 15:00:00,-1,16802.0,3.166,0.6008,0.5856,0.2724,0.0958,21.72,1.94,16968.9,-3.6462,37,0,-0.0261,4.5441,5.2694,0.0721,0.7279,1,42.15,193.97,1.85,1,0,0,88.0,16581.6,TP,1.312
2022-12-31 00:00:00,1,16581.6,-3.3362,0.5745,0.0327,0.3328,0.0497,26.68,0.7194,16676.3,-1.7162,81,0,-0.0323,0.0634,1.1471,0.7919,-0.0591,0,52.87,65.27,0.265,-1,0,0,57.0,16543.7,SL,-0.229
2023-01-01 09:00:00,-1,16543.7,3.5272,0.9625,0.9547,0.184,0.2233,22.25,1.1596,16644.9,-3.3243,33,0,-0.0145,0.2135,0.2135,5.4858,-0.6244,0,48.27,28.6,0.304,-1,1,0,27.0,16588.8,SL,-0.273
2023-01-02 00:00:00,1,16588.8,-3.6092,1.0575,0.1367,0.1499,0.2944,17.47,1.6767,16625.0,-1.4556,15,0,0.0125,7.2215,7.2215,1.6365,0.8445,1,54.88,47.58,1.157,-1,0,0,46.0,16635.7,TP,0.283
2023-01-03 17:00:00,-1,16635.7,3.1716,0.2159,0.7291,0.2785,0.2848,25.63,0.7491,16799.3,-3.5317,41,0,-0.0722,0.2008,0.2008,6.0359,-1.1638,0,40.2,74.77,0.682,-1,1,1,59.0,16861.9,SL,-1.36
2023-01-04 04:00:00,1,16861.9,-3.3923,0.087,0.1487,0.3,0.2988,22.61,1.1168,16877.4,-0.3064,11,0,0.1072,1.0555,2.4924,1.8382,-0.1874,0,73.3,538.67,2.829,1,1,0,100.0,16733.7,SL,-0.76
2023-01-06 12:00:00,-1,16733.7,2.9207,0.2333,0.405,0.1998,0.3327,20.4,0.8345,16876.7,-4.2773,56,0,-0.0873,1.5853,1.5853,8.9973,-1.1611,0,32.5,170.0,1.697,1,0,0,68.0,16831.7,SL,-0.586
