时间,信号,出入场,入场后最高值,最低值,止盈止损,盈亏,4h方向,趋势区间,区间置信度,区间可交易,1h_MA30斜率,4h_MA30斜率,1h_MA30距离,4h_MA30距离,前20根_涨跌幅,前20根_ATR变化,前20根_ER变化,前20根_ADX变化,前20根_ST距离变化,前50根_ST翻转次数,前50根_高低点次数,前50根_趋势持续时间,前100根_趋势生命周期,前100根_横盘周期,前100根_波动周期
2022/9/2 18:00,-1,19935.3->19914,20078.6,19590,TP,0.107,-1,震荡吸收期,50,FALSE,0.2458,-0.0338,-0.526,-0.6901,-1.3652,0.0321,0.1751,-2.6208,-2.9035,3,13,1,6,42,0
2022/9/5 0:00,1,19914->18956.7,20182.6,18888,SL,-4.807,-1,震荡吸收期,50,FALSE,0.1094,-0.5879,0.557,-0.2651,0.9947,0.1786,0.1715,-7.1233,6.3908,1,16,1,5,54,0
2022/9/6 18:00,-1,18956.7->19362.9,19457.6,18505.7,SL,-2.143,-1,趋势启动期,79.06131368,TRUE,-0.1438,-0.5966,-4.1512,-4.4897,-3.5311,0.6254,0.2516,11.302,-5.8329,2,12,1,4,42,7
2022/9/7 21:00,1,19362.9->21196.3,22800,19012.5,TP,9.469,-1,震荡吸收期,50,FALSE,-1.5089,-1.617,2.3474,-1.0334,3.1765,-0.1236,-0.1103,-3.3179,7.0014,2,9,1,4,26,16
2022/9/13 13:00,-1,21196.3->19912.3,21518.9,19320,TP,6.058,1,趋势运行期,94.0806206,TRUE,0.5206,4.9905,-4.7194,-1.1457,-4.2647,0.442,0.0347,-12.7239,-7.7775,1,16,1,2,0,1
2022/9/17 2:00,1,19912.3->19632.9,20192,19610.8,SL,-1.403,-1,震荡吸收期,50,FALSE,-0.2378,-2.8903,0.8977,-3.4688,1.2225,0.0623,-0.1499,-6.886,6.0762,1,16,1,3,0,11
2022/9/18 17:00,-1,19632.9->19300.7,19765.7,18235.2,TP,1.692,-1,趋势启动期,100,TRUE,-0.0032,-3.2862,-1.7004,-1.5894,-1.42,0.1163,0.2608,3.5979,-5.4738,2,14,1,3,30,0
2022/9/19 14:00,1,19300.7->18973,19684,18727.3,SL,-1.698,-1,震荡吸收期,50,FALSE,-2.2611,-2.5295,0.127,-2.1563,-2.7171,0.4938,-0.2238,24.8567,6.6521,2,13,1,4,30,11
2022/9/20 18:00,-1,18973->19635.6,19995,18600,SL,-3.492,-1,趋势延续期,70,TRUE,0.8369,-1.5532,-1.5275,-3.0231,-4.2529,-0.0089,0.1112,-14.5523,-6.4035,3,15,1,5,39,16
2022/9/21 18:00,1,19635.6->18487,19995,18144.5,SL,-5.85,-1,趋势启动期,80.86472245,TRUE,-0.002,-1.2184,2.9437,1.074,4.8766,0.0258,0.2894,2.6659,7.1391,2,15,1,5,55,0
2022/9/21 22:00,-1,18487->19289.1,19526.8,18144.5,SL,-4.339,-1,震荡吸收期,50,FALSE,-0.0896,-1.3045,-2.8346,-4.6189,-2.8674,1.1073,-0.0302,-1.5584,-0.8992,3,15,1,6,54,4
2022/9/23 23:00,1,19289.1->18789.9,19404.3,18635,SL,-2.588,-1,震荡吸收期,50,FALSE,-0.3474,-1.3136,1.0299,1.2105,-0.2976,0.121,-0.2295,2.1827,3.9013,2,11,1,5,73,9
2022/9/25 22:00,-1,18789.9->19083,19318.9,18635,SL,-1.56,-1,趋势启动期,80.73153381,TRUE,-0.2904,-0.2925,-1.0724,-1.2701,-1.0887,0.0946,0.0995,-1.6553,-5.2296,2,16,1,4,91,11
2022/9/26 9:00,1,19083->18958.4,20380.3,18805.1,SL,-0.653,-1,震荡吸收期,50,FALSE,-0.2007,-0.3771,0.7212,0.3544,1.8169,0.28,-0.0153,8.4285,3.1249,2,18,1,4,96,7
2022/9/27 17:00,-1,18958.4->19488.9,19498,18461.9,SL,-2.798,1,震荡吸收期,50,FALSE,1.7559,0.8568,-3.4419,-1.2044,0.1147,0.6626,-0.116,30.5047,-6.8202,3,17,1,5,82,1
2022/9/28 15:00,1,19488.9->19196.2,20176.8,18842.4,SL,-1.502,-1,震荡吸收期,50,FALSE,-1.7627,0.6638,1.4138,1.6553,1.5875,-0.2029,0.0642,-10.0851,6.2182,2,16,1,5,64,7
2022/10/2 11:00,-1,19196.2->19335.2,19492.7,18920,SL,-0.724,-1,震荡吸收期,50,FALSE,-0.2215,-0.0614,-0.5045,-0.7776,-1.1927,-0.0834,0.0917,2.225,-4.8095,1,15,1,3,80,0
2022/10/3 15:00,1,19335.2->19961.1,20462.4,19312.2,TP,3.237,-1,震荡吸收期,50,FALSE,-0.0972,-0.3994,0.7409,-0.1264,0.8168,0.2073,0.0863,-9.7778,4.7373,2,17,1,3,88,28
2022/10/6 23:00,-1,19961.1->19157.9,20052.8,18155,TP,4.024,1,震荡吸收期,50,FALSE,-0.0741,1.2072,-0.8879,0.9743,-2.261,-0.0965,0.2966,-9.055,-6.079,1,12,1,3,37,0
2022/10/13 17:00,1,19157.9->19363.6,19954.8,19064.6,TP,1.074,-1,震荡吸收期,50,FALSE,-0.5766,-0.8865,0.8164,-0.2678,-0.4756,0.8514,-0.1531,20.1022,5.1554,1,11,1,2,13,5
2022/10/14 17:00,-1,19363.6->19333.6,19421.7,18975.7,TP,0.155,1,震荡吸收期,50,FALSE,0.9771,-0.2786,-0.2377,0.7517,-0.5293,-0.1288,-0.0985,-8.7245,-6.1321,2,11,1,3,13,24
2022/10/16 20:00,1,19333.6->19217,19709.2,19090.1,SL,-0.603,1,震荡吸收期,50,FALSE,0.0547,0.0418,1.011,0.6848,1.2404,-0.0356,0.4268,-6.7211,6.3971,1,16,1,4,13,37
2022/10/18 19:00,-1,19217->19128.8,19427.5,18648.9,TP,0.459,1,震荡吸收期,50,FALSE,0.1247,0.6744,-1.4808,-0.617,-1.6759,0.1258,-0.1934,-1.0625,-6.3428,2,14,1,4,8,9
2022/10/21 16:00,1,19128.8->19335.7,19691.9,19070.1,TP,1.082,-1,震荡吸收期,50,FALSE,-0.1853,-0.0818,0.2757,-0.7118,0.7094,0.1218,0.0496,9.2547,5.9659,1,13,1,3,3,0
2022/10/24 5:00,-1,19335.7->19490.3,19542,19161,SL,-0.8,1,震荡吸收期,50,FALSE,0.4539,-0.2419,0.1719,0.753,0.7892,0.3348,0.1481,19.0941,-5.9713,1,15,1,3,48,3
2022/10/25 14:00,1,19490.3->20290.4,21020.5,19444.1,TP,4.105,1,震荡吸收期,50,FALSE,-0.0872,0.3182,0.7749,1.273,0.7453,-0.0837,0.0117,-4.3214,5.9876,2,12,1,4,73,10
2022/10/27 23:00,-1,20290.4->20630.9,20746.8,20000,SL,-1.678,1,趋势运行期,90.27525211,TRUE,-0.3286,2.5729,-1.6763,1.9449,-2.3168,0.0084,0.0599,-22.3724,-6.1464,1,15,1,4,35,0
2022/10/28 17:00,1,20630.9->20626.7,21080,20509.7,SL,-0.02,1,震荡吸收期,50,FALSE,-0.5271,2.0811,1.1574,2.7212,1.4444,0.153,-0.0486,8.3179,3.3088,2,14,1,4,31,0
2022/10/30 23:00,-1,20626.7->20609.9,20846,20032.2,TP,0.081,1,震荡吸收期,50,FALSE,-0.2771,2.0057,-0.5404,0.0442,-0.8959,0.0101,0.1537,-0.8871,-5.2924,1,16,1,4,28,0
2022/11/4 7:00,1,20609.9->20901.1,21475.9,20367.6,TP,1.413,1,震荡吸收期,50,FALSE,0.134,-0.7787,1.5505,0.8039,2.3666,-0.0715,0.0679,-8.4341,6.6998,1,12,1,2,54,8
2022/11/7 0:00,-1,20901.1->19338.2,21067.3,19220,TP,7.478,1,趋势启动期,100,TRUE,-0.2589,1.1538,-1.4877,0.5127,-1.5129,0.0844,0.3673,-0.8509,-5.8345,1,16,1,3,26,17
2022/11/8 17:00,1,19338.2->18255.9,20438.1,16888,SL,-5.597,-1,趋势运行期,87.84003728,TRUE,-1.8163,-0.3097,-4.241,-6.7143,-1.5067,0.9379,-0.1039,18.552,6.4341,2,12,1,3,11,25
2022/11/8 19:00,-1,18255.9->17641.1,18721.6,15511.1,TP,3.368,-1,趋势运行期,93.96526478,TRUE,-2.1866,-0.3097,-8.9046,-11.9352,-9.6462,1.8459,0.1873,11.9468,-1.1721,3,13,1,4,11,26
2022/11/10 14:00,1,17641.1->16585.3,18193.4,16366,SL,-5.985,-1,趋势衰减期,95.58134006,FALSE,-2.7641,-6.262,4.8884,-8.9729,6.3711,-0.0966,-0.4578,-15.3326,7.2495,3,12,1,5,11,45
2022/11/13 10:00,-1,16585.3->16823.2,16885,15820,SL,-1.434,-1,震荡吸收期,50,FALSE,-0.1912,-6.5753,-1.4003,-3.7372,-2.1549,-0.2349,0.2742,0.4895,-5.2042,1,12,1,3,37,3
2022/11/14 7:00,1,16823.2->16436.3,17198.7,16189.6,SL,-2.3,-1,震荡吸收期,50,FALSE,-1.1592,-5.1431,1.789,-0.344,-0.1441,0.7609,-0.2538,25.9912,6.024,2,12,1,4,39,26
2022/11/16 15:00,-1,16436.3->16887.5,16988.8,16381.3,SL,-2.745,-1,趋势运行期,92.02655948,TRUE,-0.1676,-0.5368,-2.308,-1.8376,-2.1472,-0.3265,0.1065,-6.5368,-4.9375,1,11,1,4,35,11
2022/11/18 1:00,1,16887.5->16522.3,16988.8,16458,SL,-2.163,-1,震荡吸收期,50,FALSE,0.3096,-0.5687,1.5535,1.3458,2.2054,-0.0328,0.245,-6.9534,6.3085,2,16,1,4,21,15
2022/11/20 12:00,-1,16522.3->16119.2,16622.1,15450,TP,2.44,-1,震荡吸收期,50,FALSE,-0.0161,-0.0459,-0.7826,-0.9279,-0.8015,0.1628,0.2036,11.5113,-5.4701,1,16,1,4,71,6
2022/11/22 14:00,1,16119.2->16458.4,16810.8,16044.9,TP,2.104,-1,震荡吸收期,50,FALSE,-0.6333,-1.3981,1.3196,-1.8028,1.2484,0.222,-0.2014,9.9496,6.98,1,14,1,3,51,34
2022/11/26 23:00,-1,16458.4->16483.5,16598.3,16000,SL,-0.153,1,震荡吸收期,50,FALSE,0.003,0.7174,-0.5456,0.1103,-1.1851,-0.0296,0.137,-4.4351,-6.0096,1,16,1,2,45,22
2022/11/29 5:00,1,16483.5->16931.2,17335.5,16333.8,TP,2.716,-1,震荡吸收期,50,FALSE,-0.5406,-0.4123,1.5403,0.1456,1.3208,0.1286,-0.1578,-17.0381,5.7232,1,14,1,3,72,5
2022/12/2 4:00,-1,16931.2->17061.7,17169.2,16776.8,SL,-0.771,1,震荡吸收期,50,FALSE,-0.0061,0.9947,-0.647,1.6644,-1.2173,0.0097,-0.1976,-17.8279,-6.0421,1,16,1,3,18,0
2022/12/4 18:00,1,17061.7->17056.3,17420.1,16974.6,SL,-0.032,1,震荡吸收期,50,FALSE,0.0477,1.3235,0.4989,0.5576,0.8882,0.0641,-0.1854,6.4435,5.8522,1,13,1,3,53,10
2022/12/5 17:00,-1,17056.3->17247.2,17284.2,16686,SL,-1.119,1,震荡吸收期,50,FALSE,0.4344,0.8396,-0.6413,0.1391,-0.4376,0.1825,-0.3022,12.7397,-6.2266,2,13,1,4,53,3
2022/12/8 18:00,1,17247.2->17112.5,17353.9,16962.2,SL,-0.781,-1,震荡吸收期,50,FALSE,0.0585,-0.2126,2.3288,1.5297,0.7177,-0.0039,0.0029,-11.7086,5.7213,1,12,1,4,21,1
2022/12/11 21:00,-1,17112.5->17174.4,17220,16870.6,SL,-0.362,1,震荡吸收期,50,FALSE,-0.0083,0.2513,-0.2846,0.2673,-0.349,0.0412,0.0543,-0.7379,-5.0915,1,14,1,3,52,10
2022/12/12 21:00,1,17174.4->17768.3,18377.1,17083.1,TP,3.458,-1,震荡吸收期,50,FALSE,-0.2583,0.3066,0.8707,0.4318,0.991,-0.0547,-0.175,2.1018,6.7399,2,11,1,4,52,14
2022/12/14 20:00,-1,17768.3->16726.7,17941.6,16248.6,TP,5.862,1,震荡吸收期,50,FALSE,1.0582,1.2567,-0.4196,2.4845,-0.1526,0.3619,-0.4633,7.2183,-6.3499,2,12,1,4,38,27
2022/12/20 3:00,1,16726.7->16637.2,17061.4,16614.4,SL,-0.535,-1,震荡吸收期,50,FALSE,-0.3454,-2.1886,0.3473,-1.0863,0.0042,0.4129,-0.0147,3.3711,3.9853,1,11,1,2,0,21
2022/12/22 15:00,-1,16637.2->16801.1,16860,16568.2,SL,-0.985,1,震荡吸收期,50,FALSE,-0.1029,-0.2185,-1.0389,-0.7504,-0.4965,-0.0888,-0.0064,-3.3266,-4.6484,1,17,1,3,35,21
2022/12/22 21:00,1,16801.1->16795,16965.7,16717.9,SL,-0.036,1,震荡吸收期,50,FALSE,-0.2851,0.0388,0.1273,0.2233,-0.2039,0.0868,0.0841,9.8555,1.2452,2,15,1,4,37,19
2022/12/25 19:00,-1,16795->16894.8,16903.1,16731.3,SL,-0.594,1,震荡吸收期,50,FALSE,-0.0386,0.1954,-0.1875,-0.1564,-0.3255,0.0438,0.1713,18.87,-4.4734,1,13,1,4,75,9
2022/12/26 2:00,1,16894.8->16802,16968.9,16738.4,SL,-0.549,1,震荡吸收期,50,FALSE,-0.026,0.152,0.413,0.4361,0.1658,0.0946,0.0749,18.5858,0.9286,2,13,1,5,68,11
2022/12/27 15:00,-1,16802->16581.6,16838.8,16340.9,TP,1.312,1,震荡吸收期,50,FALSE,-0.0426,0.0854,-0.285,-0.1889,-0.4031,0.074,0.0905,3.9919,-5.1217,3,12,1,4,68,11
2022/12/31 0:00,1,16581.6->16543.7,16644.9,16477.6,SL,-0.229,-1,震荡吸收期,50,FALSE,-0.1036,-0.5223,0.1318,-0.5488,-0.0072,0.1152,-0.2575,15.9456,5.1189,1,14,1,3,27,0
2023/1/1 9:00,-1,16543.7->16588.8,16625,16510,SL,-0.273,-1,震荡吸收期,50,FALSE,-0.0744,-0.5897,-0.0878,-0.3004,-0.542,-0.0077,0.0522,7.6878,-6.6118,2,12,1,3,44,0
2023/1/2 0:00,1,16588.8->16635.7,16799.3,16548.1,TP,0.283,-1,震荡吸收期,50,FALSE,0.0172,-0.4449,0.17,0.0533,0.5562,-0.0533,0.2227,-2.0261,2.9819,3,12,1,4,55,4
2023/1/3 17:00,-1,16635.7->16861.9,16910,16610.4,SL,-1.36,-1,震荡吸收期,50,FALSE,0.0269,0.2148,-0.4168,0.1212,-0.7936,0.0575,-0.221,-9.7925,-6.3027,2,13,1,5,40,10
2023/1/4 4:00,1,16861.9->16733.7,16988,16708.9,SL,-0.76,1,震荡吸收期,50,FALSE,-0.0079,0.2984,0.9604,1.3397,0.8793,0.0738,0.2661,-10.5888,2.2157,2,10,1,5,45,1
2023/1/6 12:00,-1,16733.7->16831.7,16851.8,16680.7,SL,-0.586,1,震荡吸收期,50,FALSE,-0.0924,0.5279,-0.4964,-0.1965,-0.5702,-0.0355,0.2327,0.6383,-4.9938,1,16,1,4,27,5
2023/1/6 16:00,1,16831.7->20883.8,21664.6,16809.9,TP,24.074,1,震荡吸收期,50,FALSE,-0.0883,0.5402,0.0992,0.3214,-0.0985,0.0752,-0.0352,3.7694,1.1881,2,16,1,5,30,5
2023/1/18 17:00,-1,20883.8->21100,21179.1,20623.8,SL,-1.035,1,趋势延续期,70,TRUE,0.0421,4.0174,-1.6317,-0.4277,-2.165,0.3879,0.1016,-2.9797,-5.0606,1,16,1,2,52,7
2023/1/19 20:00,1,21100->22586.3,23379,20860.4,TP,7.044,1,震荡吸收期,50,FALSE,-0.6384,1.0504,1.2871,0.4509,1.9208,-0.3678,0.1707,-6.3257,6.4279,2,10,1,3,49,4
2023/1/22 21:00,-1,22586.3->23095.8,23185.2,22320.4,SL,-2.256,1,震荡吸收期,50,FALSE,-0.1015,2.7005,-1.3367,3.6343,-1.4956,-0.2024,0.1653,-29.7678,-4.252,1,13,1,3,20,4
2023/1/24 6:00,1,23095.8->22650.6,23153.1,22457.1,SL,-1.928,1,震荡吸收期,50,FALSE,0.448,2.7628,0.9152,3.5934,0.9131,0.0614,0.1419,-1.3412,4.549,2,16,1,3,36,0
2023/1/25 0:00,-1,22650.6->22930.1,23818.7,22332.1,SL,-1.234,1,趋势启动期,83.17222392,TRUE,-0.0002,3.0063,-1.274,0.2082,-1.9315,0.1259,0.1845,1.9747,-2.7262,2,15,1,4,38,0
2023/1/25 22:00,1,22930.1->23243.7,23963,22526.3,TP,1.368,1,震荡吸收期,50,FALSE,-0.2226,2.3525,0.8371,0.4862,4.6512,0.1054,0.1422,4.115,7.319,3,11,1,5,38,0
2023/1/30 10:00,-1,23243.7->23566.1,23652.4,22483,SL,-1.387,1,震荡吸收期,50,FALSE,0.694,0.8633,-1.2807,0.4525,-1.494,0.0334,-0.2446,4.0589,-6.7617,1,12,1,2,33,0
2023/2/1 20:00,1,23566.1->23558.7,24252.7,23323.4,SL,-0.031,-1,震荡吸收期,50,FALSE,0.309,0.2247,1.9841,1.6019,1.2971,0.0565,0.1,-4.2916,4.2119,1,14,1,3,31,2
2023/2/2 22:00,-1,23558.7->22931.9,23722.5,22617.6,TP,2.661,1,震荡吸收期,50,FALSE,1.0344,0.7719,-0.7332,0.9284,-1.7998,0.0122,-0.1633,-10.8845,-5.3747,2,14,1,4,20,0
2023/2/7 18:00,1,22931.9->22967.9,23457.1,22673.8,TP,0.157,-1,震荡吸收期,50,FALSE,0.2272,-0.8533,-0.0568,-1.1306,1.7743,0.0304,0.3307,-8.622,6.2872,1,14,1,2,20,6
2023/2/8 16:00,-1,22967.9->21812.1,23049.9,21440,TP,5.032,-1,趋势延续期,70,TRUE,0.2847,-0.8049,-0.703,-0.6507,-1.4228,-0.3279,0.0222,2.4302,-6.3612,2,10,1,3,30,5
2023/2/12 0:00,1,21812.1->21793.3,22083.5,21628.5,SL,-0.086,-1,震荡吸收期,50,FALSE,0.0065,-1.7782,0.5242,-2.398,0.7751,-0.1507,0.1809,-22.8016,5.9481,1,14,1,3,8,5
2023/2/12 22:00,-1,21793.3->22039.6,22319.8,21356.5,SL,-1.13,-1,震荡吸收期,50,FALSE,0.313,-1.7154,-0.1843,-1.6412,-0.3534,0.1343,-0.1961,4.7429,-6.6617,2,12,1,3,0,7
2023/2/14 15:00,1,22039.6->23512.2,25249.9,21855.4,TP,6.682,-1,震荡吸收期,50,FALSE,0.1096,-1.7015,1.5058,1.1922,2.9373,0.1032,0.307,-12.1263,5.6893,2,15,1,4,16,2
2023/2/16 23:00,-1,23512.2->24823.7,25025,23337.1,SL,-5.578,1,震荡吸收期,50,FALSE,2.8456,3.542,-3.8364,4.093,-2.9644,0.2195,-0.6163,-14.6956,-6.9904,1,9,1,4,21,15
2023/2/17 20:00,1,24823.7->24461.6,25187,24055,SL,-1.459,-1,趋势运行期,97.05966895,TRUE,-0.5844,3.6589,2.8406,7.7837,3.4372,-0.283,0.2294,-19.8245,5.9905,2,11,1,4,17,7
2023/2/19 18:00,-1,24461.6->24912.9,24985.7,23836.5,SL,-1.845,-1,震荡吸收期,50,FALSE,0.1094,4.0891,-0.7888,1.6274,-1.0879,0.2283,0.1086,9.6789,-6.536,2,14,1,4,32,6
2023/2/20 10:00,1,24912.9->24662.4,25320,24279.8,SL,-1.006,-1,震荡吸收期,50,FALSE,-0.185,3.6773,1.4248,2.1957,0.5215,0.4942,0.0495,3.199,0.7723,2,12,1,5,43,9
2023/2/21 17:00,-1,24662.4->24455.6,24750.6,23579.5,TP,0.839,-1,震荡吸收期,50,FALSE,0.0517,1.2151,-0.5284,0.6191,-1.4762,0.2023,-0.1543,6.604,-5.7079,3,15,1,5,74,7
2023/2/23 3:00,1,24455.6->23911.5,24602.9,23605.3,SL,-2.225,-1,震荡吸收期,50,FALSE,-0.6529,-0.0495,1.5512,-0.2816,1.9176,-0.0584,0.062,-3.1767,6.4935,2,13,1,5,63,0
2023/2/23 12:00,-1,23911.5->23214.9,24226.7,22729.4,TP,2.913,-1,震荡吸收期,50,FALSE,0.0829,-0.2871,-0.7549,-2.2882,0.6029,-0.0121,-0.3687,-16.357,-0.7098,3,14,1,6,54,0
2023/2/26 3:00,1,23214.9->23284.7,23891.2,23094,TP,0.301,-1,震荡吸收期,50,FALSE,-0.4149,-2.1688,0.6229,-2.5559,0.5151,-0.0562,-0.3248,-3.8883,6.5457,1,17,1,4,15,0
2023/2/27 18:00,-1,23284.7->23696.4,23846,23009.7,SL,-1.768,-1,震荡吸收期,50,FALSE,0.3909,-1.2822,-0.6621,-0.9934,-0.5896,0.1957,-0.0447,-5.8067,-4.9109,2,16,1,3,34,17
2023/3/1 5:00,1,23696.4->23270.6,24009,23181.5,SL,-1.797,-1,趋势启动期,87.5561847,TRUE,-0.1426,-0.892,1.3637,1.5903,2.2146,0.2538,-0.0424,3.0355,6.7879,2,12,1,4,52,0
2023/3/2 17:00,-1,23270.6->22360.9,23566.7,21898,TP,3.909,-1,震荡吸收期,50,FALSE,-0.4733,0.3844,-0.9564,-0.6335,-1.1738,-0.2297,-0.0424,-7.5463,-4.3672,2,13,1,4,67,0
2023/3/5 2:00,1,22360.9->22313.8,22608.4,21934.6,SL,-0.211,-1,震荡吸收期,50,FALSE,-0.037,-1.5846,0.1006,-2.6635,1.0209,0.0219,0.3438,-10.3505,6.2521,1,13,1,4,29,5
2023/3/7 17:00,-1,22313.8->20500,22359.9,19529.7,TP,8.129,-1,震荡吸收期,50,FALSE,-0.0617,-1.681,-0.4526,-0.4035,-0.7675,0.1721,0.1393,3.8237,-3.6903,1,17,1,3,50,14
2023/3/11 2:00,1,20500->24540.2,26424.2,19769.1,TP,19.708,-1,震荡吸收期,50,FALSE,-1.9393,-3.0767,2.2469,-4.8557,3.5974,0.0815,-0.4065,-24.9885,6.7985,1,13,1,3,18,30
2023/3/14 21:00,-1,24540.2->25583.2,25897.3,23873,SL,-4.25,1,震荡吸收期,50,FALSE,4.03,4.4123,-0.4615,12.6492,0.6725,0.7381,-0.4316,-2.065,-6.429,1,10,1,3,11,4
2023/3/17 2:00,1,25583.2->27434.4,28400.3,25483.4,TP,7.236,1,趋势启动期,95.04788224,TRUE,0.701,6.8568,3.5422,7.4994,4.4698,0.1124,0.4423,10.4567,5.9925,1,16,1,3,33,3
2023/3/20 4:00,-1,27434.4->27988.4,28490,27142.7,SL,-2.019,1,震荡吸收期,50,FALSE,0.6007,3.6421,0.0071,4.1868,1.091,0.4383,-0.2103,-1.7933,-4.4792,1,13,1,3,23,0
2023/3/21 17:00,1,27988.4->27314.6,28890,26603.6,SL,-2.407,1,震荡吸收期,50,FALSE,0.2137,4.1606,0.3727,2.4724,1.2535,-0.1483,0.0532,-4.3182,4.3708,2,14,1,3,26,0
2023/3/22 20:00,-1,27314.6->28464.6,28775.4,26603.6,SL,-4.21,-1,趋势启动期,100,TRUE,0.28,2.4846,-2.8097,-1.2702,-4.8419,0.7173,0.4258,9.6592,-7.4819,2,14,1,4,53,0
2023/3/23 16:00,1,28464.6->27295.6,28643.5,26976.8,SL,-4.107,-1,趋势运行期,90.72649573,TRUE,-0.3975,0.9645,2.6096,2.5345,4.6389,-0.48,0.3546,1.7411,5.8906,3,14,1,5,53,2
2023/3/24 22:00,-1,27295.6->28156.7,28221.4,27152.8,SL,-3.155,-1,趋势启动期,93.83754502,TRUE,-0.0949,0.7441,-2.5353,-2.1052,-2.9961,0.1815,0.1813,8.3362,-5.226,2,14,1,5,70,3
2023/3/26 13:00,1,28156.7->26899.1,28221.4,26503,SL,-4.466,-1,趋势运行期,92.57607282,TRUE,0.2529,-0.3185,2.1769,1.3059,1.572,-0.1713,0.0838,-6.7359,5.5601,2,14,1,5,31,10
2023/3/27 15:00,-1,26899.1->27303.2,27508,26503,SL,-1.502,-1,趋势运行期,92.81125558,TRUE,0.0965,-0.4281,-3.2057,-2.8791,-3.1275,0.1788,0.1949,-6.3314,-6.2209,2,14,1,5,29,22
2023/3/28 20:00,1,27303.2->27900.7,29183.7,27081,TP,2.188,-1,震荡吸收期,50,FALSE,-0.8124,-0.8285,1.0246,-0.8265,1.689,0.0809,-0.2378,-1.8551,5.831,2,17,1,5,11,9
2023/3/30 18:00,-1,27900.7->28492.2,28674.4,27503,SL,-2.12,1,震荡吸收期,50,FALSE,0.3628,0.8854,-1.8363,0.5582,-1.9332,0.1868,-0.1922,-13.3373,-6.4604,2,14,1,4,9,0
2023/3/31 15:00,1,28492.2->28122.7,28831.6,27930.1,SL,-1.297,1,趋势延续期,70,TRUE,-0.5961,0.8435,1.1633,2.42,1.9478,0.0031,0.1286,-10.8308,5.5264,2,13,1,5,8,0
2023/4/2 16:00,-1,28122.7->28331.7,28456,27560,SL,-0.743,1,趋势启动期,90.05315963,TRUE,-0.2487,1.3466,-0.8893,-0.465,-1.1354,-0.0122,0.249,0.0299,-5.9553,2,12,1,4,33,0
2023/4/3 9:00,1,28331.7->27708.1,28566.5,27202.9,SL,-2.201,1,震荡吸收期,50,FALSE,-0.6141,0.9863,0.7003,0.1502,0.1846,0.3585,-0.0721,26.9159,2.4675,2,13,1,5,34,1
2023/4/3 21:00,-1,27708.1->28573.2,28743,27202.9,SL,-3.122,1,震荡吸收期,50,FALSE,-0.4096,0.3214,-1.0757,-1.9052,-0.4698,0.2347,-0.2878,-12.0555,-0.0666,3,13,1,6,34,0
2023/4/5 1:00,1,28573.2->27955.8,28795,27808,SL,-2.161,1,震荡吸收期,50,FALSE,0.1854,-0.2977,1.7998,1.3054,2.7888,-0.0562,0.2274,-8.3872,6.2495,3,17,1,5,45,3
2023/4/5 16:00,-1,27955.8->28118.7,28314.2,27697.5,SL,-0.583,1,震荡吸收期,50,FALSE,0.4576,0.0143,-1.3324,-0.9685,-0.7765,0.0885,-0.2379,11.9895,-2.2594,3,19,1,6,50,4
2023/4/9 20:00,1,28118.7->30142,31043.4,28084.7,TP,7.196,1,震荡吸收期,50,FALSE,-0.1012,-0.0744,0.5683,0.1979,0.3606,0.0923,0.1662,3.7877,3.9253,1,15,1,2,95,17
2023/4/14 16:00,-1,30142->30310.5,30597.7,29970,SL,-0.559,1,震荡吸收期,50,FALSE,0.5544,2.794,-1.2494,1.0283,-0.0334,0.1596,-0.137,1.13,-5.3673,1,15,1,2,16,2
2023/4/16 19:00,1,30310.5->29944.6,30556.8,29733.6,SL,-1.207,1,震荡吸收期,50,FALSE,-0.103,0.9794,0.0268,0.1321,0.6354,-0.0173,0.0812,1.4863,6.7737,1,13,1,3,55,0
2023/4/17 1:00,-1,29944.6->29702.7,30096.5,29097.6,TP,0.808,1,震荡吸收期,50,FALSE,-0.0967,0.5259,-1.0995,-1.0952,-1.55,0.2562,0.1473,-0.857,-2.0629,2,14,1,4,60,0
2023/4/18 8:00,1,29702.7->29199.9,30492.4,28936,SL,-1.693,-1,趋势衰减期,77.76451036,FALSE,-0.7769,-0.2777,0.3134,-1.6026,0.8185,-0.1318,-0.2555,12.4327,6.1792,3,10,1,5,48,3
2023/4/19 9:00,-1,29199.9->27596,29501.5,27122.9,TP,5.493,1,趋势运行期,94.29677895,TRUE,0.6072,-0.46,-2.838,-2.9465,-3.9829,0.306,-0.0819,-17.4915,-7.292,2,11,1,5,51,1
2023/4/22 18:00,1,27596->27317.5,27999.7,27155.4,SL,-1.009,-1,震荡吸收期,50,FALSE,-0.8461,-2.7039,0.4588,-3.959,1.483,-0.3206,-0.1348,-12.4333,5.8342,1,13,1,3,4,0
2023/4/24 9:00,-1,27317.5->28267.6,28308,26902.6,SL,-3.478,-1,震荡吸收期,50,FALSE,-0.0549,-2.7105,-0.959,-2.2796,-1.6055,0.2431,0.2538,1.2706,-5.1683,2,13,1,3,16,0
2023/4/25 21:00,1,28267.6->28416.4,30040.1,27219.6,TP,0.526,-1,趋势启动期,87.57332486,TRUE,0.1921,-1.5288,2.9915,2.4738,2.0801,-0.0056,0.222,4.5647,6.0185,2,11,1,4,50,4
